1.32135,-0.747249,-0.652373,-0.211723
1.36154,-0.776998,-0.682577,-0.302037
1.40084,-0.807906,-0.714875,-0.322975
1.43928,-0.839871,-0.757321,-0.424465
1.47651,-0.873241,-0.810343,-0.53022
1.51212,-0.908326,-0.875113,-0.647697
1.54563,-0.945415,-0.953339,-0.782266
1.57646,-0.984758,-1.04764,-0.943048
1.6042,-1.02632,-1.17848,-1.30836
1.62705,-1.07072,-1.34463,-1.66148
1.64242,-1.11823,-1.51785,-1.73222
1.64998,-1.16758,-1.71599,-1.98138
1.64731,-1.21744,-1.89923,-1.83239
1.63518,-1.26588,-2.06548,-1.66256
1.61481,-1.31149,-2.21479,-1.49301
1.5875,-1.35334,-2.34635,-1.31566
1.55443,-1.39081,-2.45156,-1.05204
1.51746,-1.42444,-2.54743,-0.958702
1.47717,-1.45403,-2.62615,-0.787212
1.43459,-1.48023,-2.69844,-0.722928
1.3901,-1.50301,-2.75848,-0.600438
1.34421,-1.52287,-2.80923,-0.507438
1.29736,-1.5403,-2.85699,-0.477671
1.24967,-1.55531,-2.89742,-0.404275
1.20137,-1.56823,-2.93186,-0.344355
1.15262,-1.57936,-2.9616,-0.297406
1.10355,-1.58895,-2.98738,-0.257859
1.05424,-1.59719,-3.01001,-0.226262
1.00456,-1.60288,-3.0275,-0.17491
0.954804,-1.60778,-3.04336,-0.158544
0.904979,-1.61197,-3.05781,-0.144544
0.855104,-1.6155,-3.07095,-0.131398
0.80519,-1.61843,-3.08288,-0.119257
0.755252,-1.62093,-3.09154,-0.0865983
0.705295,-1.623,-3.10023,-0.0869613
0.655322,-1.62465,-3.10861,-0.083746
0.605341,-1.62599,-3.1147,-0.0609091
0.555351,-1.62702,-3.12116,-0.0646606
0.505357,-1.6278,-3.12591,-0.0474655
0.45536,-1.6283,-3.13151,-0.0560475
0.40536,-1.62851,-3.13755,-0.060355
0.35536,-1.62849,3.14136,-0.0427829
0.305361,-1.62822,3.13618,-0.0518136
0.255363,-1.62776,3.13229,-0.0388239
0.205368,-1.62704,3.12731,-0.0497973
0.155376,-1.62614,3.12348,-0.0383113
0.10539,-1.62498,3.11844,-0.0503865
0.0554107,-1.62353,3.11255,-0.0589131
0.00543869,-1.62186,3.10814,-0.0441781
-0.0445233,-1.61991,3.10259,-0.0554658
-0.0944761,-1.61774,3.09813,-0.0445944
-0.144415,-1.61527,3.09224,-0.0588734
-0.194342,-1.61257,3.08753,-0.0471422
-0.244251,-1.60956,3.08136,-0.0616578
-0.294138,-1.6062,3.07435,-0.0701275
-0.344005,-1.60254,3.06846,-0.058916
-0.393845,-1.59855,3.06159,-0.0686555
-0.443658,-1.59423,3.05517,-0.0642241
-0.493437,-1.58953,3.04747,-0.0769559
-0.543173,-1.5844,3.03872,-0.0875746
-0.592869,-1.5789,3.03132,-0.0739208
-0.642513,-1.57294,3.02217,-0.0915145
-0.692093,-1.56648,3.01197,-0.102014
-0.741598,-1.55946,3.00074,-0.112355
-0.791034,-1.55197,2.99122,-0.0951308
